name,online_order,book_table,rate,votes,location,rest_type,cuisines,2_people,type
Yak's Kitchen,No,No,4.0,162,Brigade Road,Quick Bites,others,400.0,Dine-out
The Adukkala Restaurant,Yes,No,3.6,40,Brigade Road,Casual Dining,Kerala,500.0,Dine-out
Saatvikk,No,No,2.8,133,Brigade Road,Casual Dining,others,650.0,Dine-out
Haldiram's Express,Yes,No,3.6,44,Brigade Road,others,North Indian,300.0,Dine-out
China South,Yes,No,3.7535684020485616,0,Brigade Road,Casual Dining,others,600.0,Dine-out
Pind Balluchi,Yes,Yes,4.0,1021,Brigade Road,Casual Dining,"North Indian, Mughlai",700.0,Dine-out
Tempura Restaurant,No,No,3.9,122,Brigade Road,Casual Dining,others,500.0,Dine-out
Desi Deck,Yes,Yes,3.9,96,Brigade Road,others,others,1300.0,Dine-out
The Jungle Terrace,Yes,No,3.5,13,Brigade Road,Casual Dining,others,600.0,Dine-out
MoXa Bistro,No,Yes,3.9,36,Brigade Road,Casual Dining,others,1500.0,Dine-out
70 Brigade - Iris Hotel,No,Yes,3.9,105,Brigade Road,Casual Dining,others,1000.0,Dine-out
Flame Pub & Restaurant - Brigade Garden,No,No,2.9,24,Brigade Road,others,others,1900.0,Dine-out
Hashtag Cafe,No,No,2.8,44,Brigade Road,Cafe,others,700.0,Dine-out
Masala Kitchen,No,No,3.7535684020485616,0,Brigade Road,Casual Dining,North Indian,700.0,Dine-out
Hotel Shangrila,No,No,3.7,125,Brigade Road,Casual Dining,others,600.0,Dine-out
Nawab's Kolkatta Roll,Yes,No,3.4,4,Brigade Road,others,others,150.0,Dine-out
Shan Restaurant,Yes,No,3.0,20,Brigade Road,Casual Dining,others,400.0,Dine-out
Hatti Punjab Di,Yes,No,2.8,20,Brigade Road,Casual Dining,"North Indian, Chinese",550.0,Dine-out
Baahubelly,Yes,No,3.8,69,Brigade Road,Casual Dining,"South Indian, North Indian",500.0,Dine-out
Smokie Brownie,Yes,No,3.2,7,Brigade Road,Cafe,Cafe,600.0,Dine-out
Cafe Coffee Day,Yes,No,3.0,17,Brigade Road,Cafe,"Cafe, Fast Food",900.0,Dine-out
Monarch,No,No,3.6,10,Brigade Road,Casual Dining,others,700.0,Dine-out
Hotel Green Tara,No,No,3.9,39,Brigade Road,Casual Dining,others,500.0,Dine-out
The Chevron Brigade,No,No,3.3,4,Brigade Road,Casual Dining,others,1200.0,Dine-out
Vinny's,Yes,No,3.9,206,Brigade Road,Casual Dining,others,800.0,Dine-out
Eatato Snack Bar,Yes,No,3.3,11,Brigade Road,Casual Dining,"North Indian, Fast Food",400.0,Dine-out
Bon Sante,Yes,No,3.6,104,Brigade Road,Cafe,others,800.0,Dine-out
Meenu Oota Da Maane,Yes,No,3.2,23,Brigade Road,Casual Dining,others,700.0,Dine-out
By Chance,No,Yes,3.7535684020485616,0,Brigade Road,Casual Dining,others,1100.0,Dine-out
Dunkin' Donuts,Yes,No,4.1,1079,Brigade Road,others,others,550.0,Dine-out
Taco Bell,Yes,No,3.8,30,Brigade Road,Quick Bites,others,600.0,Dine-out
KFC,Yes,No,3.8,191,Brigade Road,Quick Bites,"Burger, Fast Food",450.0,Dine-out
Little White Kitchen,Yes,No,3.8,18,Brigade Road,Quick Bites,others,200.0,Dine-out
Munchies,Yes,No,3.9,64,Brigade Road,others,others,250.0,Dine-out
Taste Of Tibet,No,No,4.0,336,Brigade Road,Quick Bites,others,300.0,Dine-out
WOW! Momo,Yes,No,3.7,123,Brigade Road,others,"Chinese, Momos",400.0,Dine-out
Yomama!!,No,No,3.6,7,Brigade Road,Quick Bites,others,800.0,Dine-out
Kabab Nation Corner,Yes,No,3.5,75,Brigade Road,Quick Bites,others,500.0,Dine-out
Subway,No,No,2.7,61,Brigade Road,Quick Bites,others,600.0,Dine-out
Aaha Andhra,No,No,3.5,15,Brigade Road,others,others,900.0,Dine-out
Kerala Kitchen,Yes,No,3.2,31,Brigade Road,Quick Bites,others,200.0,Dine-out
Juice Shop,Yes,No,3.3,11,Brigade Road,Quick Bites,others,200.0,Dine-out
McDonald's,Yes,No,3.7,184,Brigade Road,Quick Bites,"Burger, Fast Food",500.0,Dine-out
Hotel Ramprasad,Yes,No,4.2,93,Brigade Road,Quick Bites,"South Indian, Chinese",300.0,Dine-out
Chilli Chicken,Yes,No,3.1,7,Brigade Road,Quick Bites,Fast Food,500.0,Dine-out
Roll Er Dokaan,Yes,No,3.3,18,Brigade Road,Quick Bites,others,300.0,Dine-out
Baskin Robbins,Yes,No,3.7,24,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",250.0,Dine-out
Rolls Corner,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,others,300.0,Dine-out
Bihari Hotel,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,others,200.0,Dine-out
Indira Canteen,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,South Indian,300.0,Dine-out
DeCafe,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,others,300.0,Dine-out
Home Treat,Yes,No,3.1,7,Brigade Road,Quick Bites,North Indian,150.0,Dine-out
Shadow Kolkata Katti Rolls & Momos,Yes,No,3.7535684020485616,0,Brigade Road,Quick Bites,others,250.0,Dine-out
Kerala Home Food,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,Kerala,300.0,Dine-out
Crazy Pizza,Yes,No,3.7535684020485616,0,Brigade Road,others,others,400.0,Dine-out
Rolls On Wheels,No,No,3.5,45,Brigade Road,Quick Bites,others,300.0,Dine-out
Hatti Punjab Di,No,No,3.4,8,Brigade Road,Quick Bites,North Indian,450.0,Dine-out
Brigade Paradise Hotel,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,others,400.0,Dine-out
Dine In,No,No,3.6,8,Brigade Road,Quick Bites,others,400.0,Dine-out
Bangalore Bytes,Yes,No,3.5,121,Brigade Road,Quick Bites,others,300.0,Dine-out
Shiv Sager,No,No,3.0,10,Brigade Road,others,"South Indian, North Indian, Chinese",200.0,Dine-out
Sri Udupi Grand,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese",200.0,Dine-out
Chinese Corner,No,No,3.1,5,Brigade Road,Quick Bites,Chinese,200.0,Dine-out
Desi Streat,Yes,No,3.7535684020485616,0,Brigade Road,others,others,400.0,Dine-out
Burger King,Yes,No,3.5,89,Brigade Road,others,others,600.0,Dine-out
Shawarma Inc,Yes,No,3.1,28,Brigade Road,others,others,250.0,Dine-out
Shiv Sagar,No,No,3.7535684020485616,0,Brigade Road,Quick Bites,others,250.0,Dine-out
The 13th Floor,No,Yes,4.4,4575,MG Road,others,others,1700.0,Dine-out
Chutney Chang,Yes,Yes,4.2,4732,Church Street,Casual Dining,others,1500.0,Dine-out
Olive Bar And Kitchen,No,Yes,4.5,2194,Richmond Road,Casual Dining,others,1800.0,Dine-out
Communiti,No,No,4.7,3894,Residency Road,others,others,1500.0,Dine-out
Ebony,Yes,Yes,4.3,3126,MG Road,Casual Dining,"North Indian, South Indian",1500.0,Dine-out
Skyye,No,Yes,4.2,3116,Lavelle Road,others,Continental,2500.0,Dine-out
KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,Yes,4.4,858,Lavelle Road,others,others,3000.0,Dine-out
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2115,Lavelle Road,others,others,2200.0,Dine-out
Shiro,Yes,Yes,4.4,2229,Lavelle Road,others,others,3000.0,Dine-out
Nagarjuna,No,No,4.3,1773,Residency Road,Casual Dining,others,800.0,Dine-out
Yauatcha,No,Yes,4.6,2339,MG Road,others,others,2800.0,Dine-out
Hyderabad Biryaani House,No,No,4.3,1348,Richmond Road,Casual Dining,"Biryani, North Indian, Chinese",550.0,Dine-out
Brik Oven,No,No,4.6,2259,Church Street,Cafe,others,1100.0,Dine-out
The Tao Terraces,Yes,Yes,4.0,1912,MG Road,Casual Dining,others,2100.0,Dine-out
Farzi Cafe,No,No,4.4,2392,Lavelle Road,others,others,1500.0,Dine-out
Rim Naam - The Oberoi,No,No,4.6,979,MG Road,others,others,3000.0,Dine-out
Hard Rock Cafe,No,Yes,4.5,5262,St. Marks Road,others,others,2500.0,Dine-out
Karavalli - The Gateway Hotel,No,Yes,4.5,674,Residency Road,others,others,3500.0,Dine-out
MISU,Yes,Yes,4.6,1211,St. Marks Road,others,others,1700.0,Dine-out
Bangalore Brew Works,No,Yes,4.2,2212,Residency Road,others,others,1700.0,Dine-out
Church Street Social,Yes,No,4.3,7544,Church Street,others,others,1500.0,Dine-out
Fava,No,Yes,4.4,2039,Lavelle Road,others,others,1200.0,Dine-out
Oh! Calcutta,Yes,Yes,4.4,1110,Church Street,others,others,1200.0,Dine-out
Soda Bottle Opener Wala,Yes,Yes,4.4,3651,Lavelle Road,others,others,1300.0,Dine-out
Toast & Tonic,No,Yes,4.6,1082,Richmond Road,Casual Dining,others,1500.0,Dine-out
The Bar Stock Exchange,No,No,4.3,606,St. Marks Road,others,others,1300.0,Dine-out
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,149,Ulsoor,others,others,2800.0,Dine-out
Sunny's,No,Yes,4.1,1327,Lavelle Road,others,others,2100.0,Dine-out
Cafe Azzure,Yes,Yes,4.3,2664,MG Road,Cafe,others,1200.0,Dine-out
The Bangalore Cafe,No,Yes,4.1,473,Shanti Nagar,Casual Dining,others,800.0,Dine-out
Samarkand,No,Yes,4.1,2044,others,Casual Dining,"North Indian, Mughlai",1600.0,Dine-out
The Biere Club,Yes,Yes,4.3,3484,Lavelle Road,others,others,1700.0,Dine-out
Smoke House Deli,Yes,No,4.6,2490,Lavelle Road,Casual Dining,others,1600.0,Dine-out
Spice Terrace - JW Marriott,No,Yes,4.3,755,Lavelle Road,others,others,3000.0,Dine-out
Carnatic,No,Yes,4.2,167,Church Street,Casual Dining,others,1000.0,Dine-out
SkyDeck By Sherlock's,No,Yes,4.2,1418,MG Road,others,others,1500.0,Dine-out
Green Theory,Yes,Yes,4.2,2840,Residency Road,others,others,800.0,Dine-out
Alchemy - The Chancery Pavilion,No,Yes,4.3,446,Residency Road,others,others,2000.0,Dine-out
Portland Steakhouse & Cafe,Yes,Yes,4.3,2040,MG Road,Casual Dining,others,1500.0,Dine-out
Koshy's,No,No,3.9,2322,St. Marks Road,Casual Dining,others,700.0,Dine-out
Sanchez,No,No,4.3,1028,Lavelle Road,others,others,1500.0,Dine-out
1Q1,No,Yes,4.3,595,others,others,others,2500.0,Dine-out
The Only Place,Yes,Yes,4.2,2923,Church Street,Casual Dining,others,1000.0,Dine-out
Tandoor,Yes,Yes,3.9,1361,MG Road,others,North Indian,2100.0,Dine-out
RockSalt,Yes,Yes,4.4,484,St. Marks Road,others,others,1900.0,Dine-out
Mainland China,Yes,Yes,4.5,1394,Church Street,others,"Chinese, Momos",1700.0,Dine-out
Harima,No,Yes,4.3,666,Residency Road,Casual Dining,others,2000.0,Dine-out
Caperberry,No,Yes,4.6,1423,Lavelle Road,others,others,2200.0,Dine-out
Rasovara,Yes,Yes,4.3,763,Lavelle Road,Casual Dining,others,1400.0,Dine-out
Toscano,Yes,Yes,4.4,1867,Lavelle Road,Casual Dining,others,1500.0,Dine-out
Meghana Foods,Yes,No,4.3,2177,Residency Road,Casual Dining,others,600.0,Dine-out
Dindigul Thalappakatti,Yes,No,3.9,74,MG Road,Casual Dining,others,800.0,Dine-out
Truffles,No,No,4.5,3614,St. Marks Road,Cafe,others,900.0,Dine-out
Sotally Tober,No,Yes,4.4,282,Residency Road,others,others,1200.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,737,MG Road,others,others,1700.0,Dine-out
Tiamo - Conrad Bengaluru,No,Yes,4.2,149,Ulsoor,others,others,2500.0,Dine-out
Barbeque Nation,No,Yes,4.4,1094,Ulsoor,Casual Dining,others,1600.0,Dine-out
Hoppipola,No,No,4.3,1773,Church Street,others,others,1300.0,Dine-out
Mahesh Lunch Home,Yes,Yes,4.1,875,Residency Road,Casual Dining,others,1400.0,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,189,Lavelle Road,others,others,1000.0,Dine-out
The White Room - Coffee & Kitchen,No,Yes,4.1,1769,Church Street,Cafe,others,1000.0,Dine-out
Matteo Coffea,No,No,4.4,2662,Church Street,Cafe,Cafe,600.0,Dine-out
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,695,Richmond Road,others,others,2500.0,Dine-out
Sakae Japanese Restaurant,No,Yes,4.3,548,Shanti Nagar,Casual Dining,others,1400.0,Dine-out
KC Das,Yes,No,3.9,377,MG Road,others,"Mithai, Street Food",200.0,Dine-out
Chianti,No,Yes,4.5,340,MG Road,Casual Dining,others,1500.0,Dine-out
Alba - JW Marriott Bengaluru,No,Yes,4.5,583,Lavelle Road,others,others,4000.0,Dine-out
Green Onion,No,No,4.3,1199,Residency Road,Casual Dining,Chinese,550.0,Dine-out
Le Jardin - The Oberoi,No,No,4.3,701,MG Road,others,others,3000.0,Dine-out
BBQ@52,No,Yes,3.8,64,MG Road,Casual Dining,others,1500.0,Dine-out
Bang - The Ritz-Carlton,No,Yes,4.2,484,Residency Road,others,Finger Food,3000.0,Dine-out
Konark Vegetarian Restaurant,No,No,4.1,1022,Residency Road,Casual Dining,others,500.0,Dine-out
The Spice Bazaar,No,Yes,4.2,347,Lavelle Road,others,"North Indian, Mughlai",1000.0,Dine-out
Easy Tiger,No,No,4.3,2319,Church Street,others,others,1100.0,Dine-out
Bheema's,Yes,No,4.0,787,Church Street,Casual Dining,others,650.0,Dine-out
Capri Gastrobar,No,Yes,4.3,284,St. Marks Road,others,others,1200.0,Dine-out
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,565,MG Road,others,others,2500.0,Dine-out
BBQ'D - Global Grill & Brewery,No,No,4.3,456,Lavelle Road,others,others,1500.0,Dine-out
Salvadores,No,Yes,4.4,186,MG Road,others,others,2000.0,Dine-out
Cafe Noir,No,Yes,4.2,2074,Lavelle Road,Casual Dining,others,1500.0,Dine-out
Bangalore Pub Exchange,No,Yes,4.1,209,MG Road,others,others,1000.0,Dine-out
The Open Box,Yes,Yes,4.2,2270,St. Marks Road,others,others,1400.0,Dine-out
Sriracha,No,No,4.3,687,Lavelle Road,Casual Dining,others,1500.0,Dine-out
Russh Gastropub,No,No,4.2,1279,Church Street,others,others,1100.0,Dine-out
Naachiyar's,Yes,No,3.9,117,Ulsoor,Casual Dining,others,600.0,Dine-out
The Rice Bowl,Yes,Yes,4.3,500,Lavelle Road,others,"Chinese, Momos",1300.0,Dine-out
Carnival de Goa,Yes,Yes,4.2,980,Ulsoor,others,others,1000.0,Dine-out
Ente Keralam,Yes,No,4.0,1096,Ulsoor,Casual Dining,others,1300.0,Dine-out
Smally's Resto Cafe,Yes,No,4.3,3547,Church Street,Cafe,others,650.0,Dine-out
The Konkan - Seafood Restaurant,Yes,Yes,4.4,218,St. Marks Road,Casual Dining,others,850.0,Dine-out
BLOW,Yes,Yes,4.2,937,Church Street,Cafe,others,750.0,Dine-out
ASEAN - On The Edge,Yes,Yes,4.4,861,MG Road,Casual Dining,others,1800.0,Dine-out
RS Shiv Sagar,No,No,4.1,530,others,Casual Dining,others,500.0,Dine-out
Republic Of Noodles - Lemon Tree Premier,No,Yes,4.5,550,Ulsoor,Casual Dining,others,1800.0,Dine-out
20 Feet High,Yes,Yes,4.0,932,Church Street,others,others,1000.0,Dine-out
Copacabana Pub,No,No,3.7535684020485616,0,Ulsoor,others,others,1500.0,Dine-out
Hotel Tom's Restaurant,Yes,Yes,4.4,712,Richmond Road,Casual Dining,others,1000.0,Dine-out
Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.6,116,Richmond Road,Casual Dining,Chinese,1200.0,Dine-out
The Market - The Ritz-Carlton,No,Yes,4.3,612,Residency Road,others,others,3400.0,Dine-out
Cafe Kaara,No,No,4.2,162,Ulsoor,Cafe,others,750.0,Dine-out
Benjarong,Yes,No,4.2,858,Ulsoor,Casual Dining,others,1800.0,Dine-out
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,Richmond Road,others,others,2000.0,Dine-out
Mikusu - Conrad Bengaluru,No,Yes,4.1,80,Ulsoor,others,others,3000.0,Dine-out
Amber Rush Restobar,No,Yes,4.1,93,Residency Road,others,others,1000.0,Dine-out
Anupam's Coast II Coast,Yes,Yes,4.1,853,Church Street,Casual Dining,others,1400.0,Dine-out
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,355,Richmond Road,others,"North Indian, Mughlai",3500.0,Dine-out
Japan Travel Cafe Azuki,No,No,4.3,67,Residency Road,Cafe,others,400.0,Dine-out
Little Green Cafe,No,No,4.3,788,Church Street,others,others,900.0,Dine-out
Coconut Grove,No,Yes,3.9,680,Church Street,others,others,1200.0,Dine-out
Pashto,No,No,4.1,765,Residency Road,Casual Dining,others,800.0,Dine-out
Smaaash,No,Yes,4.2,538,MG Road,others,others,1500.0,Dine-out
Season - Adarsh Hamilton,No,Yes,4.3,325,Richmond Road,Casual Dining,others,1200.0,Dine-out
Edo Restaurant & Bar - ITC Gardenia,No,Yes,4.3,231,Richmond Road,others,others,4000.0,Dine-out
Hamza,No,No,3.9,161,others,Casual Dining,"North Indian, Chinese",500.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1,114,Richmond Road,Cafe,others,700.0,Dine-out
Roomali,No,Yes,4.0,171,Church Street,Casual Dining,North Indian,1300.0,Dine-out
Riwaz - The Ritz-Carlton,No,Yes,4.1,270,Residency Road,others,North Indian,4000.0,Dine-out
Slo' Food Co.2,No,No,3.7,42,Ulsoor,Casual Dining,others,2000.0,Dine-out
Kudla - Hotel Ramanashree,Yes,Yes,4.1,354,Richmond Road,Casual Dining,others,1200.0,Dine-out
Oye Amritsar,Yes,Yes,4.1,450,Church Street,Casual Dining,North Indian,1000.0,Dine-out
The Grill House,Yes,Yes,4.1,765,Ulsoor,others,others,1200.0,Dine-out
My Space - WelcomeHotel Bengaluru,No,No,3.9,23,Richmond Road,others,Finger Food,2000.0,Dine-out
Chin Lung Resto Bar,No,No,3.9,378,Residency Road,others,"North Indian, Chinese, Fast Food",1000.0,Dine-out
Skoolroom,Yes,No,4.3,570,Ulsoor,Cafe,others,700.0,Dine-out
Puran da Dhaba - The Pride Hotel,Yes,No,4.0,162,Richmond Road,others,North Indian,1700.0,Dine-out
Teppan Japanese Grill & Sushi Bar,Yes,No,4.3,901,Ulsoor,Casual Dining,others,2000.0,Dine-out
Red Onion,Yes,Yes,4.3,550,Shanti Nagar,Casual Dining,others,1200.0,Dine-out
Indian Durbar - Conrad Bengaluru,No,Yes,3.9,48,Ulsoor,others,North Indian,3000.0,Dine-out
Cafe Mangii,Yes,Yes,4.3,1048,Lavelle Road,Casual Dining,others,1600.0,Dine-out
Qissa Khawani,Yes,No,4.4,319,Church Street,Casual Dining,"North Indian, Mughlai",800.0,Dine-out
Ging - Royal Orchid Central,Yes,Yes,4.3,225,MG Road,others,others,2000.0,Dine-out
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3,449,MG Road,others,"Chinese, Momos",3000.0,Dine-out
Fuel Resto Bar,No,No,4.2,38,Richmond Road,others,others,2000.0,Dine-out
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,Residency Road,others,others,2000.0,Dine-out
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,Yes,4.4,424,Residency Road,others,Chinese,3500.0,Dine-out
Bootlegger,No,No,4.1,1543,Lavelle Road,others,others,1200.0,Dine-out
Foodhall,Yes,No,4.0,113,MG Road,Casual Dining,others,1000.0,Dine-out
Wolf'ish,Yes,No,4.1,459,Church Street,Cafe,others,700.0,Dine-out
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,188,others,others,others,1300.0,Dine-out
Somilan Steak House,No,No,4.3,524,Church Street,Casual Dining,others,800.0,Dine-out
Chung Wah,Yes,No,4.0,360,Residency Road,Casual Dining,others,1000.0,Dine-out
Peace Restaurant,Yes,No,2.8,109,Shanti Nagar,Casual Dining,others,500.0,Dine-out
Mani's Dum Biryani,Yes,No,4.0,175,Ulsoor,Casual Dining,"Biryani, Kebab",750.0,Dine-out
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Yes,No,3.9,463,Ulsoor,others,others,800.0,Dine-out
Matsuri - The Chancery Hotel,No,Yes,4.4,183,Lavelle Road,others,others,1800.0,Dine-out
Utse Kitchen,Yes,No,4.2,172,others,Casual Dining,others,800.0,Dine-out
Ice - Taj MG Road Bengaluru,No,Yes,4.1,608,MG Road,others,Continental,2800.0,Dine-out
Peppa Zzing,Yes,No,4.3,1133,others,Cafe,others,800.0,Dine-out
EatWater,Yes,No,4.2,121,Lavelle Road,others,others,1000.0,Dine-out
Kabab Korner,Yes,No,3.9,205,St. Marks Road,Casual Dining,"North Indian, Chinese, Fast Food",500.0,Dine-out
i-Bar - The Park Bangalore,No,No,3.8,617,MG Road,others,others,3000.0,Dine-out
The Courtyard,No,Yes,3.9,297,Shanti Nagar,Cafe,others,750.0,Dine-out
Imperial Restaurant,Yes,No,3.9,366,Residency Road,Casual Dining,others,800.0,Dine-out
Marzipan @ The Bohemian House,Yes,No,4.2,50,Richmond Road,Cafe,Cafe,700.0,Dine-out
The Bengaluru Brasserie - Hyatt Centric MG Road,No,Yes,4.1,117,Ulsoor,Casual Dining,others,2000.0,Dine-out
Citrus Cafe - Lemon Tree Premier,No,No,3.9,183,Ulsoor,Casual Dining,others,2200.0,Dine-out
Cafe Imroze,Yes,No,3.6,95,others,others,others,650.0,Dine-out
Fort Kochi,No,Yes,4.1,335,MG Road,others,others,1800.0,Dine-out
Ayda Persian Kitchen,Yes,No,3.9,224,Church Street,Casual Dining,others,950.0,Dine-out
The Egg Factory,Yes,No,4.2,1764,St. Marks Road,Casual Dining,others,750.0,Dine-out
Lotus Pavilion - ITC Gardenia,No,Yes,4.2,175,Richmond Road,others,Continental,3000.0,Dine-out
Nossa Goa,Yes,Yes,4.1,294,Richmond Road,Casual Dining,others,1000.0,Dine-out
Chugg,No,Yes,3.9,747,Church Street,others,others,1500.0,Dine-out
Happy Belly Bakes,Yes,No,4.2,115,MG Road,others,others,500.0,Dine-out
The Good Grain,Yes,No,4.1,54,Residency Road,Casual Dining,others,400.0,Dine-out
New Hilal Restaurant,No,No,4.0,108,others,Casual Dining,"North Indian, Chinese",550.0,Dine-out
Cafe Cassia& Deli,No,No,4.2,115,Ulsoor,others,others,1000.0,Dine-out
Scottish Pub,No,No,3.9,191,St. Marks Road,others,Finger Food,600.0,Dine-out
Palmgrove,No,No,4.0,224,Residency Road,Casual Dining,others,700.0,Dine-out
The Biryani Paradise,No,No,3.8,32,Richmond Road,Quick Bites,others,350.0,Dine-out
Tasting Room - Bengaluru Oota Company,No,No,4.0,58,Ulsoor,Casual Dining,others,2000.0,Dine-out
Taj Hotel,Yes,No,3.7,111,others,Casual Dining,"North Indian, Chinese",550.0,Dine-out
Parika Multicuisine Restaurant,Yes,Yes,3.8,203,Richmond Road,Casual Dining,others,1200.0,Dine-out
WYT RestroPub,No,No,2.7,402,MG Road,others,"North Indian, Chinese",1000.0,Dine-out
MTR 1924,No,No,4.2,697,St. Marks Road,Quick Bites,South Indian,300.0,Dine-out
The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158,others,Casual Dining,others,1300.0,Dine-out
Sagar Delicacy,Yes,No,3.9,87,Ulsoor,Casual Dining,others,500.0,Dine-out
Revoli Hotel,No,No,3.1,21,Shanti Nagar,Casual Dining,"South Indian, Chinese",450.0,Dine-out
ThrowBack - Pub & Dine,No,No,3.9,234,others,others,others,1000.0,Dine-out
Shyvan Restaurant,Yes,No,3.6,82,Shanti Nagar,Casual Dining,"North Indian, Chinese",500.0,Dine-out
Pinxx - Royal Orchid Central,Yes,Yes,3.8,198,MG Road,Casual Dining,others,1600.0,Dine-out
Swathi Deluxe Restaurant,Yes,No,3.0,74,Shanti Nagar,Casual Dining,North Indian,500.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© MH-28,Yes,No,3.4,9,others,Cafe,Cafe,300.0,Dine-out
Monsoon - The Park Bangalore,No,Yes,4.2,271,MG Road,others,others,3000.0,Dine-out
